	mean_fit_time	mean_score_time	mean_test_score	param_C	param_gamma	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	std_fit_time	std_score_time	std_test_score
0	119.19839792251587	26.748758029937743	0.8253848094877618	1	0.001	{'gamma': 0.001, 'C': 1}	9	0.8180384736676127	0.8486281929990539	0.8123028391167192	0.8018927444794953	0.8460567823343849	1.0426359654837978	0.32471996491037447	0.01867905981034375
1	272.1850247859955	28.2154981136322	0.8323239969719909	1	0.1	{'gamma': 0.1, 'C': 1}	3	0.8208766950488805	0.8520971302428256	0.828391167192429	0.8056782334384858	0.8545741324921136	3.4501761604094114	0.202393957564099	0.01866812640215238
2	85.3406940460205	18.673728513717652	0.831630078223568	1	0.01	{'gamma': 0.01, 'C': 1}	5	0.8136234626300851	0.8495742667928098	0.828391167192429	0.8129337539432177	0.853627760252366	2.053687840423798	0.4908583913779686	0.017263771498036956
3	82.37315430641175	17.892336082458495	0.831566994700984	10	0.001	{'gamma': 0.001, 'C': 10}	6	0.8145695364238411	0.8498896247240618	0.828391167192429	0.8119873817034701	0.8529968454258675	2.5113516521049313	0.4191909402890419	0.017189116426597182
4	408.4229411125183	29.836933374404907	0.8344688367398435	10	0.1	{'gamma': 0.1, 'C': 10}	1	0.8297067171239356	0.8524124881740776	0.8340694006309148	0.8025236593059937	0.853627760252366	5.591215813698783	0.3859034526062798	0.01861322547021477
5	110.33029437065125	17.293452882766722	0.8300529901589705	10	0.01	{'gamma': 0.01, 'C': 10}	7	0.816146326080101	0.8445285398927783	0.831230283911672	0.8034700315457414	0.8548895899053628	5.3294492439454695	0.484381818036799	0.018588934019126303
6	106.16015815734863	24.1393976688385	0.8279712339137018	2	0.001	{'gamma': 0.001, 'C': 2}	8	0.8158309681488489	0.8464206874802901	0.8201892744479495	0.804416403785489	0.8529968454258675	1.65384325176113	0.5875713108670868	0.018597710554751283
7	334.7463354587555	16.8285879611969	0.833522583901085	2	0.1	{'gamma': 0.1, 'C': 2}	2	0.8271838536739199	0.8524124881740776	0.8331230283911671	0.8018927444794953	0.8529968454258675	7.3947139457111595	1.3419090205798032	0.018850794543952793
8	81.48738980293274	16.180123853683472	0.8317562452687358	2	0.01	{'gamma': 0.01, 'C': 2}	4	0.8142541784925891	0.8486281929990539	0.8290220820189275	0.810410094637224	0.8564668769716088	1.7342840798193369	1.874610829639593	0.018246700790842136
